,id,screen_name,followers_count,friends_count,favourites_count
593,257195068,AleksandraEU,220,877,6315
594,127345230,JakubKrupa,34492,14664,283751
595,788548262118694913,semperkresy,1163,163,90
596,911978702107480064,ManiekBury85,980,2112,6888
597,122381382,karolprzywara,1032,2189,5429
598,1325232817,KolendaK,186077,1091,6304
599,1460668244247859200,PredkiPrzemek,0,68,0
600,834021114078777344,InstytutBiRM,1222,1088,2088
601,4056981743,M_Bonikowska,918,119,3013
602,217035335,Marszewski,493,5001,3841
603,43679569,Jef_Jazzed,163,1315,4798
604,1460683564094312456,Artur66823728,0,36,0
605,133663801,BFMTV,3180181,568,981
606,911863848398938112,DawidGoliat2010,29,76,2617
607,4319385273,AnnaZCichocka,346,1458,22610
608,1186367483546165248,GrzegorzBraun_,64908,158,1184
609,1296506938486816769,CWschodni,50,190,1048
610,2791828691,KarolinaZby,4905,5011,14284
611,1460666719542943746,Rademenes84,1,34,5
612,498317449,TomaszBielecki,7386,499,16234
613,1901089459,Anna_M_Dyner,6658,1203,30503
614,1051104158034604032,kam_aleksander,13,686,360
615,97409048,poczobut,13139,272,805
616,447003337,YaromeerNedoman,743,4902,8749
617,408448158,SUPERWIZJER_TVN,9595,244,437
618,2926123073,miwojnarowicz,1161,871,3395
619,42026908,leskiewicz,8221,1274,25590
620,27702206,edvulliamy,5225,558,1200
621,895150858496860160,Piotr88299498,1328,1295,92567
622,348453165,aga_pi,611,1154,66033
623,1460662509829070861,DorotaLeszczys2,1,3,0
624,361233603,WojciechMucha,26334,941,61583
625,968109202076991488,ThomasStearnsE,10,757,7
626,921143047718690816,MacJastrzebski,831,205,1283
627,2173906800,agata_loskot,2966,2156,31561
628,1191272690935586816,PUIG_Izba,42,123,21
629,1282404645327912960,johnknowing2,109,24,57
630,1224784828882661378,ukasz_maslanka,892,633,9387
631,1460659318731202567,cudny_maciej,0,2,0
632,81572408,franakviacorka,60747,3337,5984
633,1262267945075564549,krowaldek,6,515,82
634,1238213776933105665,GospoDyplomacja,735,1124,5205
635,4360595902,copone1dak,13753,5743,404848
636,139822779,jodynaa,6429,2537,71392
637,2520813871,RoweremPoWawie,767,94,828
638,582587729,horyzont_tvn24,2045,91,246
639,2755093329,dormaj19,56,799,3320
640,2353761697,FilippDM,1127,1275,10308
641,2893420870,K_Boronska,749,578,2134
642,2331787872,tvn24sport,33958,98,1
643,47912970,pkrasko,38241,239,2625
644,42649223,MediaTory,977,368,921
645,1150754412660441090,AraratMirzoyan,5242,62,5
646,1460683363799506961,w_fonfara,0,32,0
647,887068685176885248,PikeGrey1418,14438,2794,35755
648,3424447467,PBondaryk,892,1010,24257
649,1460615829389721607,CzWorku,0,45,20
650,1397307310540734465,jurewicz_patryk,0,16,0
651,2775891832,Joanna_Siekiera,1895,5002,8434
652,1460644077632958471,EvPalmowska,0,1,0
653,1115160931481325568,RODMwSzczecinie,641,2357,11084
654,1346906518940168201,Piotr_Sobilo,115,219,761
655,1283703879662804992,ustrojowe,26,118,1
656,1460636259731316737,piwowarczyk_M91,0,13,1
657,924902261951787008,Szkudmasz,942,2103,147883
658,837222569661116418,JagodaFryc,695,287,210
659,539029366,PLinPetersburg,1554,196,63
660,1460678505746862086,Kamil_Dz_,0,106,0
661,1292205032952258561,indigoobloom,183,339,8622
662,1460665432327823360,Marcinlodz93,0,7,0
663,2173714329,p_zuchowski,17475,648,20912
664,74126579,rponiatowski,6007,495,4445
665,49616273,globaltimesnews,1876714,528,279
666,1405628424325062657,GospoStrategie,87,367,163
667,470116073,WiktorKaslewicz,1313,4230,282940
668,1006622911598350336,JakubKumoch,8015,563,2351
669,1371790891376074758,Jan02662695,17,230,295
670,732279932294971396,StysKarol,1527,1565,34207
671,2830681900,Misiorro007,115,341,44835
672,1241670495990427648,InstytutG,307,1269,454
673,41777441,gibon102,14510,3857,66245
674,1454865721,marysiaorgan,6166,263,17935
675,718916004072570880,konrad_muzyka,5117,304,9096
676,785068044,SardarSattar,3088,3168,5305
677,43655581,mat_sosnowski,6657,583,6061
678,742143,BBCWorld,33525539,18,13
679,1148216138788155392,OCMediaorgru,696,339,33
680,1437383909390565383,BogdanStech,20,616,1891
681,39308549,DailyCaller,828868,7519,3583
682,539010491,_JakubJanda,37708,30532,1063
683,1199362679909031937,MeklerRafal,1240,2822,34386
684,831704563,FReporterow,1741,242,327
685,42230183,eldadbeck,7865,1446,7568
686,1460632349813747719,TAngerborn,0,1,0
687,3246550606,ALegucka,3999,3285,25998
688,1460657838100033543,MateuszMatysek7,0,2,0
689,1265924819515772929,PiotrOlexy,346,255,322
690,1428633484512436224,MarcinMor1990,4,106,56
691,1095691436924776449,Wojciechowski90,1195,3431,15281
692,933460743168647169,DoxaSlomski,612,5,1
693,1366511993616814083,marecki384,3,183,32
694,2972359499,kropka_hu,10563,1513,34860
695,1157654672620044288,bartek29599149,568,923,4062
696,19816088,BBCKasiaMadera,18057,6893,15355
697,1485429175,JSaryuszWolski,61395,2632,25362
698,1460681848326172678,Magdale47135810,0,38,0
699,1296133319810318338,nowylad,2880,169,250
700,3316498746,Kicius_The_Cat,412,874,28106
701,1460649900035780614,Magorza96259916,0,5,0
702,751343192180752384,DawidKamizela,1321,37,19299
703,3288653517,elamagott,1669,1736,323151
704,1234829250613645314,Piotr26486646,14,1463,2
705,526048046,PLinIrkutsk,1054,37,16
706,124783070,puls_biznesu,49438,41,2352
707,2872626171,Shilinabolan,2252,284,2159
708,1171000814858579968,IEuropy,2288,441,10020
709,838756087218196480,AndrzejWiniew18,69,1504,25949
710,434354264,SzotPawel,1559,753,1088
711,142072375,xRytel,11431,2223,25966
712,364162595,pawelblajer,10912,499,1378
713,737009122344882176,kosik_md,30433,713,44264
714,1376567819962355721,grom13k,6,277,962
715,289210875,RobertWinnicki,69206,2624,8107
716,49418720,AgaSzypielewicz,5653,6204,33251
717,3296722377,pani_annakk,217,2312,27716
718,1159575934300819456,john_krzyzaniak,930,469,2221
719,107946389,RMF24pl,148978,1073,5836
720,2929415074,Janowski_Pawel,1232,1875,43815
721,1315926798186745856,Patrycj69709847,1,42,0
722,23022687,tedcruz,4628654,5392,1266
723,3833918907,jan_xkowalski,250,281,34807
724,1375465275307520008,GracjanEmil,64,1762,982
725,958408776784252929,PZPNGrassroots,7400,621,5952
726,86394645,galopujacymajor,15138,1659,101493
727,1309372103699976194,Pretor82847446,1755,2720,1328
728,2573964627,bk_eider,1376,1193,5258
729,1188810104159834112,Bartosz47335846,567,2283,1903
730,947439716,artur_zawisza,10084,9486,10430
731,4340936249,Cukieras1,3,176,32
732,1460668089083871238,JolantaKonecka1,0,2,0
733,1460685157141295106,KamilaKa333,0,16,2
734,1460652120458379272,Domimek,0,13,0
735,949285657,WarszawaNM,5606,406,782
736,484760653,piotrarak,3873,2317,9091
737,705097573451882496,mkpieczynski,1138,1141,3967
738,1223082216,W_Kononczuk,3778,1249,7582
739,749247711791243264,p_czarnota,30,728,805
740,742154723382398980,BrewerEricM,3874,898,1424
741,1460665354070409221,Ola54004281,0,7,0
742,1100228362889555968,FarmerkaPL,1340,587,87666
743,1297127389441523712,AdamPiotrMicha1,39,1696,19
744,1399701653679489027,MSDG_IBiRM,20,104,248
745,415480824,lukaszdulniak,366,768,960
746,4158462227,labuszewska,4696,4968,48402
747,1156897065852657664,RauZbigniew,13261,1136,3131
748,22545453,RANDCorporation,217315,1411,4208
749,1056103936409657344,Niedzvvecky,1,78,57
750,357373108,z_lisiecki,337,546,5128
751,2252742886,WilkWojtekPCPM,2727,377,12603
752,1957610664,SamRamani2,25772,3235,7737
753,1460664588073111559,AkowskaEwelina,0,12,0
754,1863922867,lukasz_kulesa,2068,1610,383
755,1460652669018820612,Oliwia_516,0,29,1
756,1460648328631394313,Slawomir1987,0,22,0
757,993518281,dszeligowski,3201,319,594
758,947945549873012736,985dontrell,772,4596,12523
759,1460633164452446213,Mati_zupan,0,15,0
760,453753837,Polska_Zbrojna,24406,335,824
761,1327979006650626056,Byulee7,37,959,65313
762,589328300,jgotkowska,6544,2159,35918
763,358060222,KurierWilenski,1576,1095,1296
764,850302228858589185,zaynMalikKizak,2873,4996,49743
765,883066140691501056,bartosz_niklas,0,58,8
766,738292106016493568,StefanTompson,12395,687,16545
767,442610265,Kancelaria_BFP,850,519,2782
768,1460645706818064389,tomza_79,0,3,0
769,110922804,asiatimesonline,31907,541,100
770,32834819,sokoIowski,13373,1193,5130
771,1458822517,JacekAdamczyk5,681,1464,127352
772,368843388,parpgovpl,11841,551,924
773,64018532,WilhelminaWonka,2812,1906,4290
774,2980325200,Lester_pl,193,743,23058
775,808622858,KamilFrymark,747,1690,3705
776,1128023932056031234,StrategyFuture1,10497,205,4073
777,1387338608135311360,Pasternakowski,34,725,47065
778,1380309462,faisgp,953,59,7
779,2318910433,RadwanAnia,2102,1269,18071
780,2374403941,DeWilcz,3297,1117,7354
781,3207588214,eurasiadaily,3012,67,10
782,3003216328,jmonikowski,876,479,4689
783,756953311,sekowskis,4166,3093,19258
784,2709075523,BelinaPawel,143,1728,302
785,1460638270056980480,204marcin,0,2,1
786,804435792,CPRDiP,2721,615,904
787,3012785877,RobertGosz,305,976,44140
788,4829904913,NFZ_GOV_PL,40005,1012,8264
789,2958336849,TrompBK,1748,914,96582
790,1240608745815711745,RzecznikMSZ,6799,1080,8115
791,1460335756724080660,krol_Julianek,44,383,112
792,1460654987856465927,Raphael_Emiceu,1,178,0
793,1330492127839723520,Obserwa69997329,13,307,354
794,1097634348,medexpresspl,6717,907,1326
795,1460653572119478281,Jaki3334511,0,2,0
796,1409531910813065216,DlaNauka,205,1364,90
797,1460649727196905480,JaAnna84,0,11,0
798,1044518711204487168,Dan84775771,10,108,3320
799,177101260,Rainmaker1973,277465,306,2360
800,3503555476,toszczepalinski,36,821,7643
801,98935845,MaciekSankowski,6322,1940,1755
802,1039770069419606016,STH_Poland,8596,264,2238
803,778616626296025088,Amb_Francji,4023,189,2611
804,3025757015,Actu17,67220,5424,242
805,872191892,90sfootball,561940,904,49
806,1100076352999444480,PraweOczko,531,1776,343
807,1380114726357762052,JacekTokarski3,0,18,4900
808,3004051139,MetroWarszawa,3309,441,432
809,524122127,UmlandAndreas,15345,9974,22479
810,1035574436211122176,TomaszGrzywacz3,2563,1474,3523
811,1160801821,VirionM,8,920,1
812,1357032836,Tomek_Bojan,973,747,6912
813,902642636011524096,SprawnePanstwo,800,510,1471
814,803570979431743489,Grupa_PFR,10351,1200,2331
815,743718918930370560,MagazynTVN24,10517,8,2
816,2895795039,MSamojedny,483,646,12543
817,2209098386,JanSpiewak,33239,1414,57676
818,273993353,PISM_Poland,25265,2698,4384
819,1032245604687204352,PawlowskiPISM,391,692,704
820,3242182113,SlawomirMentzen,125978,762,2262
821,399667344,LUKASZKIJEK,6047,3513,3739
822,1381549693453402113,PawelBasiuk,272,5,48
823,843961716,lisieckipawel,13627,7753,28472
824,410151686,TomekDeptuch,2116,858,11006
825,1089399924,mfwasinski,635,854,1037
826,756899364,powrotroberta,16818,303,8295
827,708776672,GPytkowski,27,584,87
828,4252051227,MisztalWiktor,4359,3454,106754
829,60250768,LukaszJasina,7126,5392,19658
830,4901571095,Maciejevvski,6423,492,17449
831,3131253945,tvnmeteoactive,1528,0,0
832,1021392483312447490,Sebastian_ttmsz,123,2074,45852
833,3388977652,Ajatollah_MAP,726,212,16266
834,896182992149860354,Bozena04175955,25,127,925
835,3099971009,JakubPilarek,92,776,1488
836,2858370861,WarszawskaG,6247,1117,621
837,1251520101662232583,KDonfried,5872,70,297
838,952639892995047424,AxiosWorld,7211,183,14
839,2884803649,prywatnik,6381,339,1466
840,1262852462,M_Lapczynski,1434,1572,14139
841,2809837583,BrzezinskiMich,4535,1125,31331
842,1304910817830350854,mstxj,2,40,311
843,2601842426,ZgutEdit,3574,3678,3045
844,3928717763,bittner_philipp,832,4970,4233
845,1431329534,SlawomirBartman,467,1628,9695
846,1157678666337476612,Leyek4,5,451,1861
847,1460637217404170247,MagdGawin,0,41,0
848,953595684929921024,MRiTGOVPL,24807,662,4592
849,2561888746,MariuszWitkows6,12,456,229
850,1310512410973921282,Konrado09082802,905,3262,28650
851,596393050,dominikacosic,49018,3753,247967
852,386488890,jerzKwasniewski,17170,1002,11335
853,744938359521415172,ipp_instytut,165,316,864
854,426509366,OSW_eng,11569,178,411
855,3105464867,jola_szymanska,901,410,1580
856,1614572052,ZiobroPL,180355,182,359
857,2677863944,wio_waw_pl,3227,2955,205
858,1301421676106862595,LithuaniaHealth,759,152,844
859,360566845,RemigiuszWilk,2558,471,2262
860,1460655838918549506,IshiaM90,0,20,0
861,1460674969696886784,KateRose2803,0,1,0
862,828652352127266816,KolorHistorii,16553,167,3307
863,1460686056345460742,konrads1122,0,6,0
864,1457682269355773953,tinax6707,2,44,834
865,532209378,MChlebowski,577,802,816
866,834081637,beldzikowski,172,649,25847
867,790806417468952576,GUS_STAT,13435,497,782
868,47732772,majowski1959,3179,5001,265109
869,3010122803,Kaszubka_Polka,1152,1375,57839
870,5120691,wef,4047838,566,1786
871,1085948825259442176,marta_warhol,69,147,424
872,3579200721,MarcelGrauc,357,255,83273
873,3324744262,Mati_Chr,44,1903,844
874,1388170857198071811,EDKrakow,117,281,486
875,69649017,Skrzypenka,576,605,2522
876,1073461458,RepublikaTV,91436,796,2738
877,121174812,KropkaNadI,100480,1,3
878,2911713250,Krzysztof_8888,407,351,110467
879,987236107669655552,TheDeadDistrict,20677,407,4602
880,1196393326896984064,MWielomska,1153,286,204
881,824162556256415746,ImageSatIntl,34377,433,5
882,47295451,tvp_info,727236,1884,1092
883,166109668,EricWRandolph,4573,265,4202
884,887314105178226695,KUKE_pl,673,441,1738
885,1171598454,JerzyKwiecinski,8749,247,14360
886,2498935975,EUinRussia,13699,401,2512
887,1460686906103144449,JJ_Dzablonska84,0,3,0
888,1388587814296621059,Jacenty51437933,1084,2605,15757
889,1164215028,GGenowefa,6169,1059,7304
890,1082969444618567680,PaszkowskiArtur,37,435,21
891,811914014,brataczek,0,15,0
892,1460658703430991875,EGalikowska,0,1,0
893,366502956,TKulakowski,3396,751,5271
894,208439173,szosto,2139,699,5062
895,1239961987154575360,MuzeumAuschwitz,21728,812,1020
896,789303014192402432,StratSentinel,87118,727,3012
897,1350150750966603777,SecBlinken,989738,37,1
898,69513730,KonradPiasecki,521994,437,8104
899,193735706,rdcpolskieradio,6976,481,5079
900,1242505199735975940,mikolaj_kam,3717,217,5408
901,2276178979,ZaZdzislaw,684,328,92559
902,390528239,RZdzieborski,6,1530,1855
903,303770849,MilewskiP,1708,700,4469
904,882464599,KamilCaus,3311,1997,6398
905,1288811396411596800,ArtemSobolewski,32,180,1274
906,1386693362,jsuchecka,13334,1479,54127
907,255471924,mfa_russia,322998,1442,19230
908,2685129728,WojtekSol,160,910,2527
909,34675172,LukaszMezyk,35032,3661,12253
910,810522207470292992,MarcinCzaja6,38,1288,79
911,1631088998,COchmann,421,377,1342
912,625810721,1972tomek,24098,437,33
913,725940930243485696,wijassebastian,81,912,2165
914,2617131745,OrdoIuris,22786,1127,9172
915,101564798,sylvcz,13146,4677,21383
916,1460643259814928392,NicolaDaGrasso,0,9,0
917,387912773,_zboral,7038,973,51795
918,1460667769515646979,kowallskyya,0,5,0
919,886319299106918400,A_Zapalowski,1048,61,53
920,732668714,MWarsinski,2061,2538,9063
921,3351814421,LukasKobierski,4882,996,11949
922,1273290650654511106,LZinaslv,67,0,0
923,450997468,AndrzejNie1,126,975,1159
924,40208317,pzt3000,69,1196,7983
925,47909788,SznajderMichal_,11291,4459,16715
926,1460633343800877056,Syla08,0,37,0
927,2649331816,jetro514,118,320,19938
928,4928159349,wojciech_kempa,378,237,11113
929,366271171,marekosiecimski,1604,703,561
930,739917598687670273,M_Obludka,736,385,55678
931,1244394290031329280,Wanda99242896,232,529,31946
932,3131009243,PoplawskiKonrad,1204,523,1672
933,178068685,Jermukedgar,259,140,1
934,3001317612,liadosmo,785,424,3117
935,1060433318272028673,CzarnyWasyl,752,346,14457
936,778146288747642880,toteraz,1657,2,52
937,1011580159743414272,BrnoNewsCTV,1269,68,52
938,1460675356994805763,MarCzer30,0,72,13
939,1065305039684755457,Maciek58346163,2,488,1761
940,711994854532911104,Bemik62,400,716,41888
941,825065930757541888,milaniabbas,95334,72,408
942,575224231,ArekLanger,849,689,5199
943,994873611323396096,mjaloszynska,2782,774,6291
944,30839618,Brophyst,499,1497,10190
945,2373819493,rynekzdrowia,7596,1116,2018
946,1009153826,TDanelczyk,237,2434,2534
947,2479707517,Freedom_Games,1386,371,186
948,956024672,tomaawroblewski,39632,562,8716
949,246268494,tvnmeteo,10498,13,42
950,3331320021,faktyoswiecie,11473,39,86
951,483928153,pinstripedline,29522,1914,36824
952,901026611641843712,ljurczyszyn,705,1292,2322
953,1008795773222387713,WojtekBugala,48,448,16391
954,3289017041,czlowiek_bobr,42760,894,17399
955,732498590665310212,AndrzejOlkiewi,2540,2051,49083
956,1129477242,RozekTom,44888,1506,5975
957,61572443,tokudla,947,1815,3827
958,1102286328509677569,d_badalian,16,369,9199
959,1355588520610590721,PaulinaMalczew2,963,5004,138
960,462140276,MarcinMroczek1,45,384,5878
961,894611602728779777,tadekzd,374,23,46414
962,938884819605491712,Gosia34128968,1821,3443,117069
963,1080930811510177793,ola_kakol,88,644,10
964,1061248962378846208,Soreczka,168,131,8876
965,1147086046645161984,JadowitySsag,750,788,84171
966,1405697773257756683,KatarzynaStycz1,73,1995,5044
967,48361498,arletazalewska,30390,971,4172
968,4107939250,RALee85,46856,4017,5964
969,1380222068,DorotaBawolek,5232,967,2107
970,1081615099771670530,Marek_KRK,754,847,19686
971,782194772794540032,Jedrzej_Swider,510,1110,14882
972,189107134,euneighbours,10064,1435,6304
973,1093837139534639104,TredaFilip,3,215,140
974,2400524954,MateuszRojewski,520,415,3633
975,540619502,PLinKaliningrad,1047,141,471
976,708740047638564864,jarek_jakimczyk,1544,3427,12895
977,770939583525707776,GrzesikTomek,111,454,82852
978,1334778919048916993,MarkIT40578619,1,56,0
979,376435807,AliVaez,46717,1000,1841
980,1460684283249668107,martaKlepczyns1,0,56,0
981,3907645583,BGK_pl,3378,664,1722
982,1394317020829736965,fem_global,348,606,2218
983,1154431362,OFinansowy,9018,306,2122
984,748562238424883200,alaja_polska,7021,708,117060
985,3003870533,A_Traczyk,8901,2068,28112
986,1214655670781464576,JacekLiput,159,801,354
987,958157672,WpBartek,14,402,810
988,2374038568,RobertRakieta,1378,1229,308544
989,1247257665912426498,LeonPinczak,39,592,780
990,627406563,KPrzykorski,70,234,6347
991,414040939,JacekSiminskiAV,1158,1347,10881
992,455658811,KlubJagiellonsk,18747,586,2912
993,26281257,McKamnez,1843,504,70068
994,2201252858,Amb_Niemiec,9666,286,2189
995,883604269328453632,RemigiuszBak,333,2132,4645
996,1568063389,Straz_Graniczna,65359,100,956
997,216697571,mswierczynski1,8924,639,30472
998,1226624031367073793,ASBMilitary,42899,72,7164
999,1459165197713747970,AlbertS85898090,0,29,0
1000,1162662878832484353,RafalGrzelewski,313,526,1799
1001,703533129252925441,Macierewicz_A,154028,93,3228
1002,78250421,janniedzialek,1708,618,7463
1003,1005676985501343744,YolandaEdyta,480,1684,54044
1004,976042457371725825,FundOcalenie,8545,423,322
1005,4470511463,grzes88,1,144,3535
1006,1014073880896593920,DrPMarkiewicz,653,1888,11000
1007,384565400,TomaszTarasiuk,457,2137,75193
1008,4764442702,ChwaZapomnia,193,456,1402
1009,1032221626857869312,USAmbPoland,50660,175,18
1010,1095292026218823682,PolskaFairPlay,2872,111,241
1011,57626153,PremierRP,625578,665,1345
1012,966632763163111424,Krzysiek_Kolica,38,423,14313
1013,1460639975347736587,untrvstmee,1,114,3
1014,714719481856139265,MartaLokje,4567,1054,269752
1015,1252132942987567105,LPanstwowe,13431,2088,4252
1016,807742842961592321,TomaszMarkiewka,13,222,85
1017,851086872621101057,Trending_Taiwan,4748,651,1961
1018,15510768,beverstine,3738,989,2145
1019,794879539734315009,CzerwonePotwork,11744,803,103635
1020,1460646558274396162,kingodle,0,3,0
1021,1427227297740886018,SwietyT,0,12,0
1022,2885913327,InesAgnieszka,1254,4905,93802
1023,1215889920,MaciasCzarnecki,3376,968,3229
1024,96859379,pawelkowalpl,81448,1016,3333
1025,2383788666,PolsatNewsPL,136395,907,277
1026,844136511079559168,IndoPac_Info,75580,740,71601
1027,810424023024828416,Daniel_Zet_I,1214,1472,166101
1028,347738037,mMakowska,951,1630,2987
1029,135529058,lkwarzecha,112548,743,563
1030,866094224961359874,roman_makowiak,93,1383,1216
1031,1113741655260192769,ZygmuntowskiJ,4241,648,23331
1032,1460664200653688842,Lidia64264214,0,8,0
1033,788017095112003584,pikus_pol,51122,7232,106530
1034,1074480192,SenTedCruz,2288331,5597,523
1035,2361312302,JoannaGrn,134,612,2179
1036,3981622527,maciejtruszczy2,37,328,1737
1037,1460647169279631361,DebowskiKazik,0,8,0
1038,303675091,Stradi_PL,308,1406,34814
1039,1938838470,GabaSieczkowska,658,2230,4208
1040,19179390,gazeta_wyborcza,810201,584,14703
1041,93022923,demontazystka,664,371,19606
1042,2233694392,rafal_wojda,19094,399,22007
1043,945748589044813830,MateuszGibala,28,33,1848
1044,389938730,Gosc_Niedzielny,34715,805,471
1045,1443962550555758595,OloBolo80608142,0,3,0
1046,80676829,krzysztofbosak,265243,3381,54757
1047,2613856284,PGENarodowy,4955,307,1024
1048,1460676503801413636,julka_jp,0,29,0
1049,1371568222953213955,robbynoriega,88,587,6322
1050,1295403644146331653,GarbinoMicha,50,632,10905
1051,1411555148749586434,stremidlowski,87,108,675
1052,1310540356161802240,Suren72941319,0,14,161
1053,1255070768670683137,niedzielawarsz1,224,227,422
1054,134398560,bweglarczyk,379126,3286,42213
1055,1345464772414894082,PovidokE,410,502,32369
1056,507578667,JanStrzelecki,697,1521,6602
1057,278393598,MLiskiewicz,1852,2239,43883
1058,1460666796969803779,ChameraJanusz,0,1,0
1059,775644881830178816,paparchfoto,13710,1,7
1060,1460682155311435781,gonzoszwagier,0,35,0
1061,902305376862920704,w_lonelysoul,606,1249,18672
1062,938325822989131776,InfoSecurity_24,5610,164,2067
1063,3424151655,chichenitza55,248,234,11856
1064,142582201,tomaszmarcinw,867,693,2243
1065,1056588026007220224,Massimi42630935,7,288,121
1066,713422988142645248,StZaryn,19808,544,5206
1067,1458705047492210688,KrzysztofRKOff,3,21,162
1068,512517751,M_Gniazdowski,3179,802,12471
1069,2207250108,WeberMaciej,195,4345,1860
1070,363587532,KuczynskiG,11979,2060,37443
1071,1388943902,R_A_Ziemkiewicz,229990,327,3913
1072,783609656048574464,Jerzy_Kicinski,44,246,28760
1073,723162921212088320,AusAmbPoland,2378,475,8962
1074,53054655,NewsweekPolska,914695,67,2443
1075,3317169783,Gosia_Kuc,505,811,915
1076,830825832276975617,KuligWyporska,14,95,92
1077,185983999,MaciejDan,698,574,497
1078,1460641396956745731,annakuj47314041,0,4,0
1079,4389490942,EdytaPrzybylko,167,959,45285
1080,2306452739,rutkowski1PiS,4553,2183,79597
1081,499645383,rlesiecki,569,195,471
1082,855510938987966465,TListkiewicz,1986,1065,7282
1083,2313865992,swentol,5846,6417,1491
1084,1905258720,AgnieszkaBryc,2103,1937,10023
1085,1049889215515906049,CapitalistaPl,349,455,77787
1086,96009219,fundacjawosp,70824,418,6917
1087,2857408031,PBaltycki,1248,247,305
1088,968784742480076800,a_bachulska,1515,1807,3506
1089,944485922,Olka_Rach,739,692,9876
1090,1075715549953441792,Pawel_podroznik,21,1020,5167
1091,111219262,rusemb_pl,7017,551,1354
1092,1460666152678563841,sandran70750202,0,3,0
1093,571621112,HDCarrioner,1294,0,149
1094,101697887,NIKgovPL,35081,187,0
1095,2315763638,Rz_mwj,5523,2255,104782
1096,4469546073,PiotrW1966,11334,2500,14022
1097,187851097,DanielBockowski,551,546,8611
1098,918748782,ExpoDubai,617,226,0
1099,1200421768269307906,Izba_ZP,556,175,350
1100,1260527723530903556,WyborczaEnglish,1847,244,688
1101,2741475960,AlePogoda,21288,93,7620
1102,1460683312515661836,MarioFunaLee,0,7,5
1103,263074291,addisstandard,300691,2666,10269
1104,5402612,BBCBreaking,48439509,3,0
1105,844512359431450624,Policja_KSP,25352,104,1085
1106,1433699511629664281,muzeumdp,559,1629,24
1107,849987791761092611,czeska_polityka,1661,989,4561
1108,2375993738,BartlomiejGajos,1000,801,5153
1109,843017439952670720,MBudzisz2,7492,396,305
1110,829642415719985152,GK_PGNiG,3682,183,1372
1111,1237730680630624256,marxweber_73,737,3715,33361
1112,823253571487539204,andrzej196670,10677,3412,53161
1113,186747210,abojke,9359,394,3505
1114,3437770312,GrzegorzJanko12,15306,496,17739
1115,1460666420845596676,KorusMaria,0,54,0
1116,519404791,KacperRekawek,2973,788,4874
1117,96225945,norges14,21972,6278,93789
1118,1432437122812755970,tytusneuatomek,152,404,4990
1119,201873934,mkomsomolets,128651,53,26
1120,740989553960452096,CovertShores,56457,426,92230
1121,1465742617,MarcinKacperek,222,781,351
1122,3234106095,PNisztor,28676,1489,18860
1123,2215349072,logicznyX,11534,6187,31759
1124,987186482199834624,MastodontMarcin,0,132,5
1125,1460674521476775938,Anna46990758,0,4,0
1126,884021130151043072,Korabita,2853,159,2914
1127,144961364,mfxyz,642,466,1688
1128,972485819364790272,wipljw,7635,36,39
1129,807347090665906177,tomek_wyszynski,1375,1393,191524
1130,1460661444777816069,Krzyszt48891250,0,16,0
1131,2382264997,pkpcargo_media,3361,162,455
1132,1460641589416574986,suppapeter2,0,15,0
1133,1402221648623792132,joyofcookingpl,254,751,43
1134,33584794,googlenews,298099,14,104
1135,1523912785,BakhtarNA,33686,18,507
1136,404708920,StZerko,27538,721,59016
1137,1460569220140478466,Violett89800934,0,31,13
1138,1138913347531935746,1WBPanc,3834,199,2560
1139,1093510047605374976,KONFEDERACJA_,99428,607,21397
1140,81136269,MiddleEastMnt,167069,1385,430
1141,162049321,piotrzoc,1951,1275,5002
1142,1458097622028271621,nataliajazdz,0,18,29
1143,753315744700563456,nikt_99,313,215,20318
1144,303862998,PDChina,6891345,4342,1063
1145,1321872519431921666,Przemek65171163,99,2537,10527
1146,1460643571963506692,RobertLipski7,0,31,0
1147,338921863,Muzeum_Narodowe,14265,1258,4728
1148,793687710,St_Janecki,179121,550,1753
1149,1189084574,DziubekMarcin,50,727,8630
1150,753581007354331137,TVP3Warszawa,2169,370,2482
1151,2313755861,ADeshchytsia,85528,345,4194
1152,1087350542152683521,JBieleckiRz,1213,28,13
1153,1466843905,BiznesINTERIAPL,1792,923,309
1154,385506873,AgFilipiak,2674,1035,14512
1155,67580351,gazetaprawnapl,72161,448,296
1156,1460679001849188366,sylwiakornas,0,2,0
1157,2731609544,MacKucharczyk,1260,197,7819
1158,1460647048773091342,BarbaraKraszew1,0,9,0
1159,1063083302,SlawomirDebski,13270,1525,16570
1160,990510918,kwiatkowskanna,632,1197,4115
1161,1346147716305399811,BPM_KPRP,1739,202,360
1162,1332289642423603201,RuValdaitweets,220,10,31
1163,117028694,KingaBrudzinska,1097,3098,2117
1164,1138039593775878144,RzecznikPiS,12541,0,3144
1165,4449683481,michalkosiorek,114,585,9791
1166,1460659820533587974,Bartomi22493505,0,82,0
1167,809734490478313472,BeChmielewski,877,1417,26788
1168,149096517,m_slomczynski,10306,2014,6800
1169,4008009335,ZandbergRAZEM,128540,416,6226
1170,471096024,Molos123,3074,3728,32125
1171,1352876088884670464,KazmierczakPP,204,974,202
1172,814367737342328833,SecArmy,62093,1259,17452
1173,2575604424,HalinaOlejnicza,323,569,54391
1174,795967960628297728,FundacjaKurtyki,4358,865,7256
1175,1042362662,robert__mazurek,55,364,5863
1176,1319455280,PaulinaIzewicz,1081,152,3319
